sno,h,sub_h,link
14,80 accident deaths between Jan & May in ’23 on city roads; slightly less than ’22,,https://timesofindia.indiatimes.com/city/nashik/80-accident-deaths-between-jan-may-in-23-on-city-roads-slightly-less-than-22/articleshow/101324035.cms
15,Senior citizen killed in Road accident,A 76-year-old man from Beed district was killed and his 53-year-old cousin suffered severe injuries after their motorcycle was hit by a dumper at Alandi on Sunday night.,https://timesofindia.indiatimes.com/city/pune/senior-citizen-killed-in-road-accident/articleshow/100608920.cms
16,3 of family killed as MUV falls off bridge in Nashik,"Three people, including a four year-old-girl, of a family died when the multi-utility vehicle (MUV) in which they were travelling fell from a bridge on the Nandgaon-Manmad Road in the wee hours of Tuesday.",https://timesofindia.indiatimes.com/city/nashik/3-of-family-killed-as-muv-falls-off-bridge-on-nandgaon-manmad-road-in-nashik/articleshow/100611184.cms
17,Road crash deaths in Maharashtra down 9% in January-April compared to first 4 months of 2022,"Road crash-related deaths in Maharashtra reduced by 9% in the first four months of this year as compared to the same period in 2022, despite more and more vehicles being added to the streets.",https://timesofindia.indiatimes.com/city/mumbai/road-accident-deaths-in-state-down-9-in-jan-apr-compared-to-first-4-months-of-22/articleshow/100340663.cms
18,2 youngsters killed in Road accident,,https://timesofindia.indiatimes.com/city/nashik/2-youngsters-killed-in-road-accident/articleshow/100516169.cms
19,"6 killed, 10 injured in bus-truck collision in Maharashtra's Buldhana",As many as six people were killed and 10 others injured when a state transport bus collided with a container truck in Buldhana district of Maharashtra on Tuesday morning.,https://timesofindia.indiatimes.com/city/nagpur/6-killed-10-injured-in-bus-truck-collision-in-maharashtras-buldhana-mumbai-nagpur-highway/articleshow/100436137.cms
20,Brain dead 3-yr-old among youngest organ donors in city,"The three-year-old Dombivli boy whose organs were donated after he was declared brain dead is among the youngest donors in Mumbai, said officials of the Zonal Transplant Coordination Centre (ZTCC), which distributes organs of brain stem deaths between hospitals.",https://timesofindia.indiatimes.com/city/mumbai/brain-dead-3-yr-old-among-youngest-organ-donors-in-city/articleshow/100951572.cms
21,"Pune: Two killed in separate accidents in Narhe, Warje",The Warje Malwadi police said the accident occurred on the lane going to Katraj.,https://timesofindia.indiatimes.com/city/pune/two-killed-in-separate-accidents-in-narhe-warje/articleshow/100808234.cms
22,Rs 47L for kin of man killed in ’18 rd accident,"Kin of a spare part supplier who was mowed down in an accident involving a tourist car in 2018, has been awarded Rs 47 lakh by the Thane MACT.",https://timesofindia.indiatimes.com/city/thane/47l-for-kin-of-man-killed-in-18-rd-accident/articleshow/100807350.cms
23,"Six pilgrims from Karnataka killed, 11 injured in Road accident in Maharashtra's Solapur","Six pilgrims — including five women and a boy — returning to Karnataka after visiting temple towns of Pandharpur and Akkalkot were killed and 11 injured when their passenger vehicle collided with a cement mixer truck in southern Maharashtra's Solapur district on Friday evening, police said.",https://timesofindia.indiatimes.com/city/nashik/six-dead-11-injured-in-solapur-collision-police/articleshow/101399882.cms
24,Donated organs of brain dead man save 3 lives,,https://timesofindia.indiatimes.com/city/pune/donated-organs-of-brain-dead-man-save-3-lives/articleshow/100665089.cms
25,"Two Road accidents claim 4 lives in Daund, Baramati",,https://timesofindia.indiatimes.com/city/pune/two-road-accidents-claim-4-lives-in-daund-baramati/articleshow/100516497.cms
26,3 dead in Mumbai-Ahmedabad highway accident in Palghar,"Three men travelling on a motorbike died after their two-wheeler collided with a multi-utility vehicle (MUV) on the Mumbai-Ahmedabad highway in Maharashtra's Palghar district on Thursday, an official said. The victims were on their way from Harsul in Nashik district to Sanjan in Gujarat when they met with the accident around 11.30am.",https://timesofindia.indiatimes.com/city/thane/3-dead-on-mumbai-ahmedabad-highway-accident-in-palghar/articleshow/100507476.cms
27,2 killed in Road accidents in rural Nashik,,https://timesofindia.indiatimes.com/city/nashik/2-killed-in-road-accidents-in-rural-nashik/articleshow/100087538.cms
28,Woman & 7-yr-old daughter killed as container rams them,,https://timesofindia.indiatimes.com/city/nashik/woman-7-yr-old-daughter-killed-as-container-rams-them/articleshow/100461555.cms
29,Woman killed in hit-and-run in Adgaon,,https://timesofindia.indiatimes.com/city/nashik/woman-killed-in-hit-and-run-in-adgaon/articleshow/100343312.cms
30,5 dead in SUV-tractor collision in Maharashtra's Sangli district,"At least five persons were killed and three injured when the SUV in which they were traveling collided with a tractor on Wednesday morning in western Maharashtra's Sangli district, police said. The accident took place near Miraj on Ratnagiri-Pandharpur road around 11am, a police officer said.",https://timesofindia.indiatimes.com/city/kolhapur/5-dead-in-suv-tractor-collision-in-maharashtras-sangli-district/articleshow/100303924.cms
31,Nashik police to be complainants in Road accident cases now,"Police commissioner Ankush Shinde has instructed the personnel of Nashik city police to ensure that, henceforth, the police are the complainants in Road accident cases and not the parties involved in the accident.",https://timesofindia.indiatimes.com/city/nashik/nashik-police-to-be-complainants-in-road-accident-cases-now/articleshow/100061379.cms
32,"1 killed, 22 injured as bus veers off road and falls into ditch in Pune",One person was killed and 22 suffered injuries when a bus veered off the road and fell into a ditch in Pune in the wee hours of Saturday.,https://timesofindia.indiatimes.com/city/pune/1-killed-22-injured-as-bus-veers-off-road-and-falls-into-ditch-in-pune/articleshow/99332976.cms
33,Maharashtra doctor couple donates organs of son killed in Road accident,"A doctor couple from Virar in Palghar district in Maharashtra has donated organs of their 30-year-old son who was killed in a motorcycle accident, an Indian Medical Association official said on Saturday. The donated organs will benefit at least 11 people, said IMA's Maharashtra secretary Dr Santosh Kadam.",https://timesofindia.indiatimes.com/city/navi-mumbai/maharashtra-doctor-couple-donates-organs-of-son-killed-in-road-accident/articleshow/100385323.cms
34,More vehicles on roads. More traffic violations. More deaths from accidents in Nagpur,"Of late, there’s been a steady increase in vehicular traffic and an equally worrisome rise in cases of violations and Road accidents.",https://timesofindia.indiatimes.com/city/nagpur/more-vehicles-on-roads-more-traffic-violations-more-deaths-from-accidents/articleshow/100044903.cms
35,Woman charred to death as autorickshaw catches fire after crash in Thane,An unidentified woman travelling in an autorickshaw was charred to death while its driver suffered injuries after the vehicle crashed into a road divider at Gaimukh on the Ghodbunder Road in Thane on Wednesday.,https://timesofindia.indiatimes.com/city/thane/woman-charred-to-death-as-autorickshaw-catches-fire-after-crash-in-thane/articleshow/99964612.cms
36,2 killed in separate Road accidents in Igatpuri,,https://timesofindia.indiatimes.com/city/nashik/2-killed-in-separate-road-accidents-in-igatpuri/articleshow/99283150.cms
37,"For the first time post-pandemic, Road accident victim’s all organs donated in Nagpur","After a 27-year-old youth from Kalmeshwar, who met with a Road accident on April 19 died of head injuries on April 22, his family decided to donate his organs to needy patients.",https://timesofindia.indiatimes.com/city/nagpur/for-the-first-time-post-pandemic-road-accident-victims-all-organs-donated/articleshow/99718582.cms
38,"Nagpur-Mumbai Samruddhi Expressway: 100 days, 900 accidents & 31 fatalities","In the first 100 days since its inauguration, the Samruddhi Expressway has witnessed as many as 900 accidents, including many fatal. A study conducted by Regional Transport Office of Maharashtra government revealed that these accidents had claimed 31 lives till March 20, 2023.",https://timesofindia.indiatimes.com/city/nagpur/samruddhi-100-days-900-accidents-31-fatalities/articleshow/98880781.cms
39,Brain-dead woman gives life to three,,https://timesofindia.indiatimes.com/city/pune/brain-dead-woman-gives-life-to-three/articleshow/99528160.cms
40,Rise in fatal accidents in Maharashtra’s Jalgaon district last year,"The number of fatal accidents in North Maharashtra’s Jalgaon district witnessed a marginal rise in the year 2022 as compared to the previous year, said senior officials from the regional transport office (RTO) on Friday.",https://timesofindia.indiatimes.com/city/nashik/rise-in-fatal-accidents-in-jalgaon-dist-last-yr/articleshow/99507093.cms
41,"Hit by car, biker killed on Pune's Katraj-Dehu Road bypass","In a hit-and-run accident, a motorcyclist (49) was killed after he was hit by a car at Hinjewadi along the Katraj-Dehu Road bypass around 11.30am on Wednesday afternoon.",https://timesofindia.indiatimes.com/city/pune/hit-by-car-biker-killed-on-punes-katraj-dehu-road-bypass/articleshow/98529239.cms
42,52 dead in Road accidents in Nashik in first 3 months of 2023,"A total of 52 people, including a dozen pedestrians, died in Road accidents in the city in the first three months of 2023, the traffic police said on Tuesday.",https://timesofindia.indiatimes.com/city/nashik/52-dead-in-road-accidents-in-nashik-in-first-3-months-of-2023/articleshow/99775587.cms
43,"Woman, senior citizen among 4 killed in separate Road accidents",,https://timesofindia.indiatimes.com/city/nagpur/woman-senior-citizen-among-4-killed-in-separate-road-accidents/articleshow/99701464.cms
44,4 dead after compact SUV hits road divider before crashing into truck on Pune-Mumbai expressway,Four persons died on the spot when the compact SUV they were travelling in first hit a median before veering to the extreme left to crash into a stationary truck near the Urse toll post around 40km from Pune on the Pune-Mumbai expressway on Thursday evening.,https://timesofindia.indiatimes.com/city/pune/4-dead-after-compact-suv-hits-road-divider-before-crashing-into-truck-on-pune-mumbai-expressway/articleshow/99305103.cms
45,At least one dead in Road accident at Mumbai-Agra highway,,https://timesofindia.indiatimes.com/city/nashik/at-least-one-dead-in-road-accident-at-mumbai-agra-highway/articleshow/99317327.cms
46,"Remarriage can't deny widow compensation for husband's death in Road accident, says Bombay HC","The remarriage of a widow should not deny her compensation under the Motor Vehicles Act (MVA) for her husband's death in accident, said the Bombay High Court recently while upholding an order of an accidents claims tribunal.",https://timesofindia.indiatimes.com/city/mumbai/remarriage-cant-deny-widow-compensation-for-husbands-death-in-road-accident-says-bombay-hc/articleshow/99158309.cms
47,4 killed in Road accident near Igatpuri,,https://timesofindia.indiatimes.com/city/nashik/4-killed-in-road-accident-near-igatpuri/articleshow/98505853.cms
48,5 dead & 5 hurt in 3 separate Road accidents in Nashik city & rural,Five people were killed and five others were injured in three separate Road accidents in Nashik city and parts of the rural areas on Tuesday and Wednesday.,https://timesofindia.indiatimes.com/city/nashik/5-dead-5-hurt-in-3-separate-road-accidents-in-nashik-city-rural/articleshow/96923595.cms
49,Most Nashik city roads yet to get proper accident-prevention features,"Most of the roads and traffic junctions in the city are without zebra crossings, cat’s eye (reflectors), among other infrastructure necessary for preventing Road accidents.",https://timesofindia.indiatimes.com/city/nashik/most-nashik-city-roads-yet-to-get-proper-accident-prevention-features/articleshow/98439470.cms
50,17-year-old student killed in Road accident,,https://timesofindia.indiatimes.com/city/kolhapur/17-year-old-student-killed-in-road-accident/articleshow/98056196.cms
51,"Transgender person dies, two sisters injured in separate Road accidents in Bhiwandi","In two separate Road accidents, a transgender person was killed while two sisters were seriously injured in Bhiwandi.",https://timesofindia.indiatimes.com/city/thane/transgender-person-dies-two-sisters-injured-in-separate-road-accidents-in-bhiwandi/articleshow/96652280.cms
52,"10 dead, 22 injured as bus carrying pilgrims to Shirdi collides with truck in Nashik; pall of gloom in Ambernath",The deceased were travelling by a luxury bus to Shirdi. The injured have been shifted to the Sinnar Rural Hospital and a private hospital in Sinnar.,https://timesofindia.indiatimes.com/city/nashik/10-pilgrims-killed-in-collision-between-bus-and-truck-in-maharashtras-nashik/articleshow/96955306.cms
53,Elderly man dies in Road accident,"A 65-year-old man died after being knocked down by a truck driver in Nashik on Friday. Kiran Mahadu Jadhav, a resident of Mhasrul, was identified as the victim based on the complaint of his son. The truck driver, identified as Rajesh, has been arrested and police are investigating the case.",https://timesofindia.indiatimes.com/city/nashik/elderly-man-dies-in-road-accident/articleshow/96842711.cms
54,3 killed in separate Road accidents on Sunday in Nashik,,https://timesofindia.indiatimes.com/city/nashik/3-killed-in-separate-road-accidents-on-sunday-in-nashik/articleshow/97673984.cms
55,"Over 1,000 officials from Maharashtra get training to collect scientific data at road crash sites","Over 1,050 officials from police, RTO and PWD departments in Maharashtra are now trained to gather information and detailed data scientifically from any road crash site across Maharashtra, deputy transport commissioner (road safety) Bharat Kalaskar said.",https://timesofindia.indiatimes.com/city/mumbai/over-1000-officials-from-maharashtra-get-training-to-collect-scientific-data-at-road-crash-sites/articleshow/96628585.cms
56,Over 750 killed this year in rural Nashik Road accidents,The number of Road accident fatalities in rural Nashik has seen no dip this year. As many as 752 people died in Road accidents in 10 months - till October-end - this year.,https://timesofindia.indiatimes.com/city/nashik/over-750-killed-this-year-in-rural-nashik-road-accidents/articleshow/95547232.cms
57,Four dead in Mumbai-Ahmedabad highway collision near Cyrus Mistry car crash spot,"Four people were killed after a car collided with a luxury bus on the Mumbai-Ahmedabad highway in Dahanu area of Palghar district on Tuesday, police said. The car was en route to Mumbai from Gujarat when the driver lost control of the vehicle and rammed into the bus coming from the opposite side, as per Palghar police.",https://timesofindia.indiatimes.com/city/mumbai/four-dead-as-car-hits-bus-on-mumbai-ahmedabad-highway-at-charoti-in-palghar/articleshow/97471423.cms
58,22-yr-old biker killed in Road accident at Bhosari Phata,A motorcyclist was killed after a private bus hit his vehicle in an attempt to overtake it on the Punemumbai Highway in Bhosari Phata early Tuesday. The bus driver fled the scene after the accident. The officer from the Bhosari Police said the accident occurred around 430 am. Pawar was riding his motorcycle from Akurdi towards Bhosari. The private bus too was plying on the same route in an attempt to overtake the bus hit the motorcycle Pawar lost control of his vehicle and fell on the road. He had suffered serious injuries in the accident and following this he was taken to a nearby hospital where he succumbed to his injuries during treatment. The bus driver has been identified and the police are searching for him. There have been other s involving private buses in the recent past. Two pedestrians died after they were hit by a private bus at Mali Mala on the Punesolapur Road in Loni Kalbhor around 6am on January 24. The two women had deboarded a bus and were crossing the road when a private bus heading from Latur to Pune hit them. Mon September 22 2022 a privatelyoperated luxury bus knocked down a 60yearold woman pedestrian at Gunjan Chowk on Pune-,https://timesofindia.indiatimes.com/city/pune/22-yr-old-biker-killed-in-road-accident-at-bhosari-phata/articleshow/97390090.cms
59,Teenager killed in Road accident in Maharashtra,"A teenager was killed in a Road accident after the two-wheeler he was travelling in was knocked down by a pickup truck near Wadner Dumala on December 6.According to Upanagar police station, the teenager did not have a licence for the geared two-wheeler who was riding.",https://timesofindia.indiatimes.com/city/nashik/teenager-killed-in-road-accident/articleshow/96099393.cms
60,Maharashtra: Four pilgrims killed in Road accident in Solapur district,"Four pilgrims were killed and four injured when a speeding car rammed into their procession on Monday evening in Maharashtra's Solapur district, police said.",https://timesofindia.indiatimes.com/city/kolhapur/maharashtra-four-pilgrims-killed-in-road-accident-in-solapur-district/articleshow/95210946.cms
61,182 killed in 461 accidents in Nashik city in 2022,"In 2022, 182 people died in 461 accidents in Nashik City, India. The main reasons for these deaths were overspeeding and riding without helmets. Police officials said that an analysis of the data revealed that overspeeding was responsible for more than 70 of the fatalities. Additionally, 48 people died due to dangerous driving and 54 bikers had fatal accidents as they were not using helmets. Three others were killed due to wrongside driving and two died when they met with an accident while speaking on their cell phone. There are around 25 accident blackspots across the city. After the horrific accident at the Mirchi Hotel Chowk in October last year, the Nashik Municipal Corporation initiated steps to set up speed calming measures at these blackspots. Police Commissioner Ankush Shinde told TOI, ""efforts will be made to bring down the number of s in the city. It is also necessary for people to follow the traffic rules and drive their vehicles cautiously for their own safety and the safety of others on the streets."" There is also rising concern about the increasing number of vehicles on city roads every year, and thousands of new vehicles are added to city roads every year. This has led to traffic jams becoming common across the city. The traffic police said",https://timesofindia.indiatimes.com/city/nashik/182-killed-in-461-accidents-in-nashik-city-in-2022/articleshow/97217771.cms
62,Man killed in Road accident in Nashik city,A 45-year-old man was killed in a Road accident on the elevated corridor of the Mumbai Agra highway in the Ambad area on Saturday night.The deceased has been identified as Kailas Jadhav a resident of Gaulane village.,https://timesofindia.indiatimes.com/city/nashik/man-killed-in-road-accident-in-nashik-city/articleshow/96358374.cms
63,Bombay HC enhances payout to kin of accident victim by Rs 1 crore,"Observing that Form 16 is a reliable piece of evidence to determine real income, the Bombay high court has enhanced compensation payable to the family of Thane resident who died in a Road accident in December 2012 by over Rs 1 crore.",https://timesofindia.indiatimes.com/city/mumbai/bombay-hc-enhances-payout-to-kin-of-accident-victim-by-rs-1-crore/articleshow/95750656.cms
64,Two friends killed as SUV hits container trailer in Navi Mumbai,"Two men, who were childhood friends, were killed after their SUV lost control and rammed into a container trailer parked along the JNPT-Panvel road on Tuesday past midnight.",https://timesofindia.indiatimes.com/city/navi-mumbai/two-friends-killed-as-suv-hits-container-trailer-in-navi-mumbai/articleshow/95728513.cms
65,Mumbai: 2 motorcyclists killed in separate road crashes in western suburbs,A motorcyclist who had halted on the corner of the Western Express Highway (WEH) at Malad East in Mumbai for tea with his relatives lost his life after a passing truck's tyre suddenly came off and hit him. The incident occurred early on Sunday.,https://timesofindia.indiatimes.com/city/mumbai/mumbai-2-motorcyclists-killed-in-separate-road-crashes-in-western-suburbs/articleshow/95695892.cms
66,"Seven days into new year, 4 killed in Road accidents","In the new year, four people have died in Road accidents in Nashik City. The police are trying to crack down on motorists who are driving recklessly. One of the main reasons for these accidents is that drivers are speeding. The police are also trying to enforce traffic rules more strictly. There have been three accidents in Gangapur, one in Ambad, and one in Bhadrakali so far this year.",https://timesofindia.indiatimes.com/city/nashik/seven-days-into-new-year-4-killed-in-road-accidents/articleshow/96825184.cms
67,2-year-old girl among 2 killed in separate Road accidents in Nashik,A two-year-old girl and a 19-year-old youth were killed in two separate accidents in Nashik on Friday and Saturday.,https://timesofindia.indiatimes.com/city/nashik/2-year-old-girl-among-2-killed-in-separate-road-accidents/articleshow/98076536.cms
68,Insurance scheme for Road accidents to get approval in 15 days: Health minister,State heath minister Tanaji Sawant on Monday told the legislative council that the Balasaheb Thackeray Raste Apghat Vima Yojna (Road accident insurance scheme) will be approved by the cabinet within 15 days.,https://timesofindia.indiatimes.com/city/mumbai/insurance-scheme-for-road-accidents-to-get-approval-in-15-days-health-minister/articleshow/96530697.cms
69,"Fewer accidents, casualties same as last year in Nashik","The police in Nashik city reported that there were fewer fatal accidents this year, but the number of casualties was almost the same as last year. 182 people have died in Road accidents in Nashik city this year, compared to 176 in 2021. However, at least 100 are twowheeler riders and as many as 45 pedestrians have died in s this year. The police and other departments concerned will continue to work to provide good driving conditions on the city roads, but the foremost responsibility is of the vehicle driver to ensure that his driving style does not endanger his life or that of others on the road.",https://timesofindia.indiatimes.com/city/nashik/fewer-accidents-casualties-same-as-last-year-in-nashik/articleshow/96469941.cms
70,"Bus driver killed, 10 passengers injured in Road accident in Raigad",The driver of a luxury bus was died and 10 passengers suffered injuries when a container trailer rammed into the bus from behind in Raigad district on Monday.,https://timesofindia.indiatimes.com/city/navi-mumbai/bus-driver-killed-10-passengers-injured-in-road-accident-in-raigad/articleshow/96333952.cms
71,Nashik: Pedestrian killed in Road accident,A 24-year-old pedestrian was killed in a Road accident on Sunday at around 8.30 am near the Adgaon bridge when he knocked down by a speeding biker.,https://timesofindia.indiatimes.com/city/nashik/nashik-pedestrian-killed-in-road-accident/articleshow/95070294.cms
72,"Four dead, six injured in Yavatmal Road accident",,https://timesofindia.indiatimes.com/city/nagpur/four-dead-six-injured-in-yavatmal-road-accident/articleshow/95986115.cms
73,Nagpur Road accidents toll 5 times more than murders,,https://timesofindia.indiatimes.com/city/nagpur/nagpur-road-accidents-toll-5-times-more-than-murders/articleshow/96800441.cms
74,Maharashtra leopard toll down but most deaths due to Road accidents,"Even as there is a decline in leopard deaths in the last three years, the forest department figures show that Road accidents and vehicle hits continue to be the biggest reasons for the high toll in Maharashtra.",https://timesofindia.indiatimes.com/city/nagpur/maharashtra-leopard-toll-down-but-most-deaths-due-to-road-accidents/articleshow/96717351.cms
75,"Day before girl’s wedding, father killed in Road accident","A 62-year-old resident of Kolhapur was killed after a car he was travelling in rammed a stationary truck near Nasrapur, about 35km from the city, in the early hours of Thursday. The accident occurred a day before the wedding of the victim’s daughter.",https://timesofindia.indiatimes.com/city/pune/day-before-girls-wedding-father-killed-in-road-accident/articleshow/96124061.cms
76,"114 Road accidents involving ST buses in Nashik district in 8 months, 9 deaths","Maharashtra State Road Transport Corporation (MSRTC) data revealed that the district has witnessed 114 accidents involving its buses since April this year, seven of which claimed nine lives.",https://timesofindia.indiatimes.com/city/nashik/114-road-accidents-involving-st-buses-in-nashik-district-in-8-months-9-deaths/articleshow/96123894.cms
77,Elderly man killed in Road accident in Nashik city,"A 76-year-old man riding a scooter was killed after he was run over by a speeding truck on Saturday evening. His wife, who was riding pillion on the scooter, suffered minor injuries. The accident took place near Lakshika Hall on the road from ABB Circle to the City Centre Mall signal.",https://timesofindia.indiatimes.com/city/nashik/elderly-man-killed-in-road-accident-in-nashik-city/articleshow/95842798.cms
78,Nylon manja continues to find takers in spite of fatal accidents & NGT ban,"The onset of winter marks the perfect weather to go kite-flying. While it is a fun activity for some, the nylon manja used in flying kites can have devastating consequences on human and avian lives.",https://timesofindia.indiatimes.com/city/pune/nylon-manja-continues-to-find-takers-in-spite-of-fatal-accidents-ngt-ban/articleshow/96044460.cms
79,Four people killed in 3 separate Road accidents in Nashik,Four people were killed in three separate Road accidents across the district between Friday and Sunday.,https://timesofindia.indiatimes.com/city/nashik/four-people-killed-in-3-separate-road-accidents-in-nashik/articleshow/96161375.cms
80,Four people killed in 3 separate Road accidents in district,"Four people were killed in three separate Road accidents across the district between Friday and Sunday.A 70-year-old woman and her 38-year-old son died in an accident on Sunday afternoon.The accident took place on the Sinnar-Shirdi Road, near Phule Nagar Phata at around 12.",https://timesofindia.indiatimes.com/city/nashik/four-people-killed-in-3-separate-road-accidents-in-district/articleshow/96160479.cms
81,Maharashtra: 5 injured as luxury bus rams into median in Khalapur,As many as five people were injured after the driver of a luxury bus lost control over the vehicle as its right front tyre deflated and rammed into a median in Khalapur on Monday.,https://timesofindia.indiatimes.com/city/navi-mumbai/maharashtra-5-injured-as-bus-rams-into-median-in-khalapur/articleshow/93996739.cms
82,Two killed in separate Road accidents in Nashik,Two people were killed in separate Road accidents in Nashik city on Friday. FIRs have been registered with different police stations.,https://timesofindia.indiatimes.com/city/nashik/two-killed-in-separate-road-accidents-in-nashik/articleshow/95174428.cms
83,8pm-midnight is peak time for Nashik city Road accidents,"In a bid to reduce the number of Road accidents and deaths by taking appropriate measures, the city police have analysed all the accidents based on the time they took place.",https://timesofindia.indiatimes.com/city/nashik/8pm-midnight-is-peak-time-for-nashik-city-road-accidents/articleshow/95797618.cms
84,"10 months, 868 accidents, 253 dead, 953 injured: Nagpur traffic police study","Speeding, dangerous driving, and wrong side driving were the three major causes of Road accidents that claimed 98 lives and injured 252 people in 250 accidents reported between January 1 to October 31 this year. A total of 868 accidents were reported in the 10 months, which included 239 fatal, 363 serious, and 249 minor accidents. These accidents claimed a total of 253 lives and 953 injured.",https://timesofindia.indiatimes.com/city/nagpur/10-months-868-accidents-253-dead-953-injured-nagpur-traffic-police-study/articleshow/95773643.cms
85,Former Maharashtra health minister Deepak Sawant injured in Road accident near Mumbai,Maharashtra's former health minister Deepak Sawant suffered injuries after his car was hit by a dumper truck on Mumbai-Ghodbunder highway on Friday.,https://timesofindia.indiatimes.com/city/mumbai/former-maharashtra-health-minister-deepak-sawant-injured-in-road-accident/articleshow/97174887.cms
86,Kolhapur: Marathi TV actor dies in Road accident,"A 32-year-old actor was mowed down by a tractor at Hallondi near Sangli Phata on the Pune-Bengaluru National Highway on Saturday night.Kalyani Kurale-Jadhav, a resident of the Rajarampuri area of Kolhapur city, had acted in Marathi television serials.",https://timesofindia.indiatimes.com/city/kolhapur/kolhapur-marathi-tv-actor-dies-in-road-accident/articleshow/95499074.cms
87,Nashik: Cyclist killed in Road accident,"A 38-year-old man riding a cycle was killed after he was knocked down by an unidentified autorickshaw driver in the Mumbai Naka area at 11 am on Wednesday. The deceased has been identified as Abhay Surendra Sharma, a resident of the Bhujbal Farm area and a native of Turk Telpa in Bihar.",https://timesofindia.indiatimes.com/city/nashik/cyclist-killed-in-road-accident/articleshow/94409008.cms
88,Woman killed in Road accident,"A 45-year-old woman was killed when the cab she was travelling in rammed into a road divider in the Mohadari Ghat on the Nashik-Pune highway near Sinnar on Tuesday around 7.30 am. The deceased woman has been identified as Sharda More, a resident of Chehedi Naka.",https://timesofindia.indiatimes.com/city/nashik/woman-killed-in-road-accident/articleshow/93742384.cms
89,Enforcement can bring down Road accidents: Transport commissioner,,https://timesofindia.indiatimes.com/city/nagpur/enforcement-can-bring-down-road-accidents-transport-commissioner/articleshow/95794464.cms
90,"Maharashtra: 5 killed, 1 injured as truck hits bus in Ranjangaon","Five members of a Panvel-based family were killed and a woman was seriously injured when a container truck hit their mini bus at Ranjangaon, about 55km from Pune on the highway to Ahmednagar, on Wednesday.",https://timesofindia.indiatimes.com/city/pune/maharashtra-5-killed-1-injured-as-truck-hits-bus-in-ranjangaon/articleshow/93613821.cms
91,25 passengers injured in collision between two MSRTC buses in Palghar,Around 25 passengers sustained injuries after two Maharashtra State Road Transport Corporation (MSRTC) buses collided head on in Palghar on Monday morning.,https://timesofindia.indiatimes.com/city/thane/25-passengers-injured-in-collision-between-two-msrtc-buses-in-palghar/articleshow/95349439.cms
92,40-year-old biker dies in Road accident,"A 40-year-old biker, who had a Road accident in the Ambad area of Nashik city on October 13, succumbed to the injuries on Friday. An FIR in this regard was registered with the Ambad police.",https://timesofindia.indiatimes.com/city/nashik/40-year-old-biker-dies-in-road-accident/articleshow/95057977.cms
